gram_size,복합명사,빈도
2,팔_동작,67
2,관계_설정,67
3,한국_춤_현대,67
2,일본_중국,67
2,여름_축제,67
2,실험_시도,67
3,전통_춤_무용,67
2,예술가_협업,67
2,무용_학자,67
2,김기인_춤,67
2,현실_문제,67
2,예술_치유,67
2,움직임_반복,67
2,김영희_춤,67
5,대구_시립_무용단_예술_감독,66
3,서강대학교_메리홀_극장,66
4,대구_시립_무용단_예술,66
3,파리_오페라_발레단,66
2,허용_순,66
2,대구문화예술회관_홀,66
2,세종_씨어터,66
2,티켓_전석,66
2,이미지_고양,66
2,연령_이상,66
2,김천흥_선생,66
2,색_의상,66
2,국립발레단_단장,66
2,삶_질,66
2,장르_경계,66
3,전통_춤_무대,66
2,기본_동작,66
3,춤_현대_무용,66
2,예술_혼,66
2,연습_과정,66
2,대구_시립_무용단_예술,66
2,발레단_운영,66
3,무용_음성_해설,65
3,지역_문화_재단,65
2,재능_기부,65
2,중_고등학교,65
2,서울문화재단_누리집,65
2,보험_자격,65
2,정병호_교수,65
3,한국_민족_춤,65
2,유빈_댄스,65
3,국립극장_공연_예술,65
2,함부르크_발레단,65
3,문화_예술_단체,65
2,분위기_조성,65
2,협회_회원,65
2,2인무_페스티벌,65
2,대학_시절,65
2,공모_서울문화재단,65
2,준비_기간,65
2,발전_방향,65
2,프로_무용수,65
2,내용_형식,65
2,관련_내용,65
2,무용_교과,65
2,창작_주체,65
2,대학_교육,65
2,상_선정,65
2,기관_지원,65
4,전문_무용수_지원_센터,64
2,서강대_메리홀,64
3,신임_예술_감독,64
2,기후_위기,64
2,고정_관념,64
3,국제_무용_페스티벌,64
2,풍물_굿,64
2,로열_발레단,64
3,문화_예술_활동,64
2,능력_개발,64
2,일상_생활,64
2,마린스키_극장,64
2,정보_제공,64
2,선생_제자,64
2,창작산실_지원,64
2,창작_무용극,64
2,신임_예술,64
2,무용수_활약,64
2,남성_무용가,64
2,춤_입문,64
2,안무_철학,64
2,감독_신작,64
2,기초_예술,64
2,사업_운영,64
2,작품_몰입,64
3,아메리칸_발레_시어터,63
4,공공_무용단_예술_감독,63
3,이상_관람_가,63
3,서울_무용제_경연,63
2,로트_바르트,63
3,무용_한마음_축제,63
3,국립_중앙_극장,63
3,전문_무용수_직업,63
2,창무_예술원,63
2,국립극장_극장장,63
3,페스티벌_예술_감독,63
3,부산_춤_공간,63
3,한국_춤_평론가,63
2,평론가_회,63
2,즉흥_난장,63
2,극장_드림,63
2,대한민국_무용제,63
2,미디어_퍼포먼스,63
2,정보_공유,63
2,미국_뉴욕,63
2,인간_욕망,63
2,교류_협력,63
2,문화_공원,63
2,관련_자료,63
2,춤_기행,63
2,사업_수행,63
2,원형_몸,63
2,협력_사업,63
2,조_안무,63
2,안무가_경연,63
2,유럽_활동,63
2,시대_상황,63
2,공간_확장,63
2,관객_호흡,63
2,우리나라_무용,63
2,반복_움직임,63
3,예술인_고용_보험,62
4,한국_예술_창작_아카데미,62
3,춤_비평_논저,62
3,국제_협업_즉흥,62
3,국립_안무_센터,62
2,채용_공고,62
2,사전_예약,62
3,예술_감독_신작,62
2,비평_논저,62
2,프로젝트_클라우드 나인,62
2,굿_당,62
2,리케이_댄스,62
2,여름_밤,62
2,노르웨이_국립발레단,62
2,창_무,62
2,실황_영상,62
2,무게_중심,62
2,서울시_서울문화재단,62
2,장애_예술인,62
3,한국_무용_발레,62
2,생태_즉흥,62
2,대안_공간,62
2,해외_유명,62
2,음악_작곡,62
2,발레_클래스,62
2,분위기_연출,62
2,대한민국_대표,62
2,전체_흐름,62
2,움직임_탐구,62
2,발레단_레퍼토리,62
2,대한민국_전통,62
2,춤_자산,62
2,규모_극장,62
2,생활_문화,62
2,실험_작업,62
2,질문_시작,62
4,국제_코믹_댄스_페스티벌,61
2,해원_상생,61
2,라_실피드,61
2,우봉_이매방,61
2,사찰_학춤,61
3,국립_무용_센터,61
2,마포아트센터_아트,61
2,김_혜,61
2,최대_규모,61
2,시스템_구축,61
2,댄스_온,61
2,인터뷰_감사,61
2,일반인_대상,61
2,움직임_어휘,61
2,전문_아티스트,61
2,무용_교육자,61
2,인식_변화,61
2,창작_진,61
2,선정_결과,61
2,영상_사진,61
2,사회_가치,61
2,프로그램_마련,61
2,시대_변화,61
2,발레_기본,61
2,영화_감독,61
4,마포아트센터_아트_홀_맥,60
3,마포아트센터_아트_홀,60
2,정년_퇴임,60
2,완급_조절,60
3,부산_국제_즉흥,60
2,대학로_예술가의 집,60
2,소셜_미디어,60
2,국악원_예악당,60
2,예매_처,60
2,예술원_회원,60
2,상임_이사,60
2,인력_양성,60
2,북_가락,60
2,대학_진학,60
3,단체_예술_감독,60
3,공연_예술_센터,60
2,제작_유통,60
2,무용_연맹,60
2,전자_음악,60
2,아티스트_협업,60
2,디지털_시대,60
2,시각_효과,60
2,관객_동원,60
2,신체_언어,60
2,해설_발레,60
2,단독_공연,60
2,레퍼토리_선정,60
2,다양_실험,60
2,무용수_각자,60
2,국제_페스티벌,60
2,민속_문화,60
2,다양_레퍼토리,60
4,공연장_상주_단체_육성,59
3,요코하마_댄스_콜렉션,59
3,국립_국악원_예악당,59
3,창무_국제_무용제,59
3,현대_무용단_사포,59
2,성수_아트홀,59
3,베스트_작품_선정,59
3,안애순_예술_감독,59
3,안성수_예술_감독,59
3,문화_예술_향유,59
2,이사장_박인자,59
2,의견_수렴,59
2,대학_무용학과,59
2,경연_부문,59
2,최현_선생,59
2,채희완_선생,59
2,공공_실현,59
2,방법_모색,59
2,감독_역임,59
2,오후_아르코예술극장,59
2,청년_예술인,59
2,필름_페스티벌,59
2,경연_대상,59
2,유럽_미국,59
2,문제_발생,59
2,중국_일본,59
2,실용_무용,59
2,커뮤니티_즉흥,59
2,예술_진흥원,59
2,교육_사,59
2,페스티벌_인,59
2,존재_가치,59
2,안성수_예술,59
2,몸_탐구,59
2,안애순_예술,59
2,공연_매진,59
2,춤_수련,59
2,사업_내용,59
2,김경란_춤,59
5,부산_국제_즉흥_춤_축제,58
3,페스티벌_인_탱크,58
4,부산_국제_즉흥_춤,58
4,예술_창작_활동_지원,58
3,오후_아르코예술극장_극장,58
3,예술_감독_남정호,58
2,구직_급여,58
2,심포니_오케스트라,58
2,더_플레이스,58
2,실업_급여,58
3,예술_교육_센터,58
2,수정_보완,58
2,홈페이지_공지,58
2,심층_공개,58
2,의문_제기,58
2,저작_등록,58
2,상상력_자극,58
2,성균_극장,58
2,스트릿_댄서,58
3,예술_창작_지원,58
2,국고_지원,58
2,환경_개선,58
2,무료_관람,58
2,스윙_댄스,58
2,감독_남정호,58
2,남녀_사랑,58
2,남성_군무,58
2,영상_촬영,58
2,사업_목적,58
2,위원_선정,58
2,관객_몰입,58
2,초연_내용,58
2,자신_내면,58
2,여성_신체,58
2,기획_팀,58
2,오페라_발레,58
2,워크숍_프로그램,58
2,융복합_공연,58
2,안무_대회,58
2,춤_축전,58
2,예술가_상,58
5,공연장_상주_단체_육성_지원,57
3,대표_이사_이창기,57
4,문화_예술_교육_사,57
3,무용제_조직_위원회,57
3,마포_문화_재단,57
3,목_금_토,57
2,병역_특례,57
3,창작산실_지원_사업,57
2,싱크_넥스트,57
3,복합_문화_공간,57
3,민족_춤_협회,57
3,예술_교육_사,57
2,이사_이창기,57
2,악_가무,57
2,질_향상,57
2,비중_차지,57
2,평일_토,57
2,설치_미술,57
2,공개_오디션,57
2,무용학과_교수,57
2,마포_문화,57
2,디지털_기술,57
2,사진_촬영,57
2,강수진_국립발레단,57
3,한국_무용_창작,57
2,보험료_지원,57
2,국립부산국악원_무용단,57
2,안무가_초빙,57
2,기념_행사,57
2,움직임_원리,57
2,문화_소외,57
2,최승희_연구,57
2,페스티벌_개최,57
2,무용수_부상,57
2,무용가_최승희,57
2,홀_극장,57
2,기록_영상,57
2,관객_공유,57
2,문화_집,57
2,극장_몸짓,57
4,국립_국악원_풍류_사랑방,56
4,댄스_페스티벌_인_탱크,56
4,국립_아시아_문화_전당,56
3,국악원_풍류_사랑방,56
3,국립_국악원_풍류,56
3,경기_도립_무용단,56
3,안무가_육성_프로젝트,56
2,강릉_단오,56
2,법원_선고,56
3,댄스_페스티벌_인,56
2,전수_조교,56
2,넥스트_스텝,56
2,설문_조사,56
2,탈_패,56
2,국악원_풍류,56
3,현대_무용_장르,56
2,평일_오후,56
2,교수_재직,56
2,참가_신청서,56
2,감독_임기,56
2,집단_무,56
2,국제_심포지엄,56
2,연구_논문,56
2,박사_과정,56
2,정부_정책,56
2,우수_레퍼토리,56
2,동시대_감각,56
2,제주도_문화,56
2,연구_성과,56
3,즉흥_춤_공연,56
2,리서치_과정,56
2,극장_개관,56
2,중요_강조,56
2,지속_발전,56
2,인_이상,56
2,환경_문제,56
2,심사_선정,56
2,세계_수준,56
2,미술_음악,56
2,상징_표현,56
2,주제_발표,56
2,양반_춤,56
2,표현_방법,56
2,개인_삶,56
3,제주_도립_무용단,55
3,문예_회관_극장,55
2,카멜리아_레이디,55
2,일본군_위안부,55
2,소매_틱,55
3,예술_감독_임기,55
2,더블_빌,55
2,더_토핑,55
3,국제_무용_콩쿠르,55
2,뮤직_비디오,55
2,아시아_태평양,55
3,대학로 예술극장_극장_공연,55
3,공연_아르코예술극장_극장,55
2,가을_겨울,55
2,진심_감사,55
2,즐거움_선사,55
2,한국무용협회_이사장,55
2,종합_토론,55
3,현대_춤_협회,55
2,조동화_선생,55
2,댄스_엘라지,55
2,기간_월,55
3,현대_무용_단체,55
3,국제_춤_축제,55
2,세계_유수,55
2,심사_위원장,55
2,직업_능력,55
2,의견_제시,55
2,긍정_평가,55
2,로열_발레,55
2,과거_미래,55
2,학술_행사,55
2,장르_융합,55
2,해당_분야,55
2,볼쇼이_극장,55
2,자신_색깔,55
2,오페라_발레단,55
2,관련_기관,55
3,춤_축제_예술,55
2,특별_기획,55
2,합동_공연,55
2,여성_군무,55
2,세계_최고,55
2,지원_체계,55
2,경기_문화,55
2,일상_동작,55
2,관객_확보,55
2,극장_부문,55
2,이틀_공연,55
2,움직임_조화,55
2,무대_장식,55
2,전통_춤사위,55
2,신체_표현,55
2,예술_행정,55
2,창작_실험,55
2,아시아_문화,55
3,전문무용수지원센터_이사장_박인자,54
4,단체_육성_지원_사업,54
3,세컨드네이처_댄스_컴퍼니,54
3,직업_능력_개발,54
3,김화숙_현대_무용단,54
3,국제_발레_콩쿠르,54
3,예술_감독_역임,54
3,활성_지원_사업,54
3,창단_기념_공연,54
3,문화_예술_진흥원,54
2,덕원_숲,54
2,겨울_나그네,54
2,산재_보험,54
3,국제_문화_교류,54
2,협동조합_연합회,54
2,유의_사항,54
2,진상_조사,54
2,기사_링크,54
2,예술의전당_인터파크,54
3,문화_예술_발전,54
2,인간_군상,54
2,유니버설발레단_수석,54
2,무_회,54
2,음악극_축제,54
3,서울_문화_예술,54
2,힘_발휘,54
2,감독_취임,54
2,방향_설정,54
2,무대_장악,54
2,발레_팬,54
2,참가_팀,54
2,세계_곳곳,54
2,무용수_개개인,54
2,자유_참가,54
2,일정_부분,54
2,석_이상,54
2,서울문화재단_서울,54
2,역사_인물,54
2,시범_공연,54
2,대중_관심,54
2,고유_몸,54
2,국내_소개,54
2,인간_감정,54
2,한국_최초,54
2,문화_티켓,54
2,관객_모두,54
4,단장_예술_감독_강수진,53
3,강동아트센터_극장_드림,53
3,김영희_무트_댄스,53
3,제주도_문화_공원,53
3,유니버설발레단_수석_무용수,53
3,경기_문화_재단,53
3,세계_무용_연맹,53
3,예술_감독_취임,53
3,스페인_국립_무용단,53
2,김영희_무트,53
2,초등학교_학년,53
2,유익_정보,53
2,인종_차별,53
2,토_평일,53
2,자료_수집,53
2,대학_탈패,53
2,중년_여성,53
2,티켓_인터파크,53
3,예술_단체_지원,53
2,상_제정,53
2,법_보호,53
2,국내_초청작,53
2,문화_융성,53
2,국립현대무용단_단장,53
2,위원회_주관,53
2,전공_학생,53
2,온라인_플랫폼,53
2,무대_뒤편,53
2,관객_환호,53
2,경험_선사,53
2,학술_연구,53
2,학_연구,53
2,가상_공간,53
2,촬영_영상,53
2,사회_경제,53
2,단체_명,53
2,관객_교감,53
2,집중_조명,53
2,무대_전면,53
2,집중_소개,53
2,행사_개최,53
2,사랑_감정,53
2,초청_해외,53
2,무용_교사,53
2,등장_장면,53
2,개최_축제,53
2,예술_인력,53
2,바탕_창작,53
2,무용수_개성,53
2,무용가_상,53
2,무대_설치,53
5,국제_댄스_페스티벌_인_탱크,52
5,서울_국제_댄스_페스티벌_인,52
4,국립현대무용단_단장_예술_감독,52
4,국제_댄스_페스티벌_인,52
3,김영희_춤_연구소,52
2,허난설헌_경화,52
3,국립현대무용단_단장_예술,52
2,차세대_열전,52
3,상주_예술_단체,52
2,천안_시립,52
3,작품_초연_내용,52
2,인재_양성,52
2,저작_재산,52
2,인터미션_포함,52
2,감정_이입,52
2,온라인_스트리밍,52
2,춤웹진_독자,52
2,보스턴_발레단,52
2,오디션_선발,52
2,메이저_발레단,52
3,전통_춤_협회,52
2,공식_쇼케이스,52
3,안무가_초청_공연,52
2,육성_경연,52
2,서비스_제공,52
2,창작산실_우수,52
2,각자_개성,52
2,댄스_플로어,52
3,무용_음악_전통,52
2,조선_민족,52
2,불교_의식,52
3,전통_춤_구성,52
2,경연_참가,52
2,페스티벌_봄,52
2,기반_마련,52
2,인력_지원,52
2,자료_활용,52
2,마을_사람,52
2,안무가_김보라,52
2,경험_제공,52
2,성장_과정,52
2,자신_정체,52
2,프로젝트_기획,52
2,최고_무용수,52
5,인천_시립_무용단_예술_감독,51
4,조선_음악_무용_연구회,51
4,인천_시립_무용단_예술,51
3,심층_공개_인터뷰,51
3,창_무_회,51
3,문래_예술_공장,51
3,무용_협동조합_연합회,51
3,천안_시립_무용단,51
3,세종_문화_티켓,51
2,웨인_맥그리거,51
3,안무가_육성_경연,51
3,준비금_지원_사업,51
3,무용_교과_독립,51
2,사업자_등록증,51
3,광주_시립_무용단,51
2,국정_농단,51
2,적폐_청산,51
3,춤_평론가_회,51
2,온_에어,51
2,사장_안호상,51
2,임진호_지경민,51
2,한예종_무용원,51
2,급여_지급,51
2,주민_등록,51
2,치열_경쟁,51
2,드_라,51
2,시립_예술단,51
3,현대_무용_역사,51
2,예매_문의,51
2,해결_방안,51
2,탭_댄서,51
2,예산_확보,51
3,예술_활동_지원,51
2,메리홀_극장,51
2,공모_공고,51
2,운영_위원장,51
2,레퍼토리_확보,51
2,댄스_배틀,51
2,무용_유익,51
2,육성_사업,51
2,즉흥_그룹,51
2,초연_작,51
2,절제_움직임,51
2,단순_동작,51
2,저작_문제,51
2,국제_협력,51
2,컴퍼니_대표,51
2,인터뷰_영상,51
2,이야기_전개,51
2,정서_표현,51
2,위원_구성,51
2,인천_시립_무용단_예술,51
2,서울_부산,51
2,공모_서울,51
3,춤_한국_무용,51
2,가족_발레,51
2,기관_단체,51
2,무용_과,51
2,기획_프로젝트,51
5,상주_단체_육성_지원_사업,50
4,국제_안무가_육성_경연,50
4,국립_무용_센터_건립,50
3,세종문화회관_사장_안호상,50
4,창작_준비금_지원_사업,50
3,건강_보험_자격,50
3,지방_자치_단체,50
3,김용걸_댄스_씨어터,50
4,한국_현대_무용_협회,50
3,무용_유익_정보,50
4,한국_현대_춤_협회,50
3,남산_예술_센터,50
3,국립_예술_자료원,50
3,극장_주최_주관,50
3,댄스_필름_페스티벌,50
4,춤_축제_예술_감독,50
3,축제_극장_몸짓,50
2,한옥_마을,50
3,서울문화재단_예술_창작,50
2,시_도립,50
2,공식_초청작,50
2,세종_대학교,50
2,누리집_확인,50
2,오픈_리허설,50
2,가족_단위,50
2,오전_오후,50
2,봄_여름,50
2,사업_설명회,50
2,얼굴_표정,50
2,대학로_아르코예술극장,50
2,보유자_인정,50
2,정치_경제,50
2,최승희_조택원,50
2,감사_인사,50
2,이순열_선생,50
2,대학교_교수,50
2,미래_지향,50
2,군무_진,50
2,방향_모색,50
2,이날_행사,50
2,차이콥스키_음악,50
2,현대인_모습,50
2,운영_규정,50
2,죽음_경계,50
2,국립발레단_유니버설발레단,50
2,기관_협력,50
2,심사_위원회,50
2,아트센터_극장,50
2,대상_부문,50
3,공연_예술_감독,50
2,학교_학생,50
2,한국_특집,50
2,몸_매개,50
2,전통_계승,50
2,남산_예술,50
3,한국_춤_문화,50
2,연극_분야,50
2,창작_경향,50
2,교류_프로젝트,50
2,상징_의미,50
2,이야기_전달,50
2,사회_구조,50
2,무용수_오디션,50
2,의미_해석,50
2,대상_사업,50
2,예술_아카데미,50
2,행사_참여,50
3,댄스_온_에어,49
3,강동아트센터_극장_한강,49
3,메리_홀_극장,49
3,관람_연령_이상,49
3,서울_댄스_컬렉션,49
2,얀_파브르,49
2,기자_회견,49
3,시립_무용단_단원,49
2,마감일_링크,49
3,문화_예술_진흥,49
3,현대_무용단_자유,49
3,협업_즉흥_공연,49
2,공지_사항,49
2,양_질,49
3,무용_중심_극장,49
3,공연_예술_평론가,49
2,기획_연재,49
2,인간_본성,49
2,제도_개선,49
3,무용단_기획_공연,49
2,석_예매,49
3,국립_무용단_공연,49
2,팬데믹_상황,49
2,야외_공연장,49
2,긴급_지원,49
2,수_금,49
2,인간_기계,49
2,전시_퍼포먼스,49
2,활동_경력,49
2,대구_국제,49
2,대표_사례,49
2,무용_지도자,49
2,의상_조명,49
2,과정_공유,49
2,공연_당일,49
2,내용_행사,49
2,전문_무용가,49
2,영상_활용,49
2,야외_무대,49
2,문화_활성,49
2,존재_방식,49
2,기획_운영,49
4,국가_무형_문화재_지정,48
4,춤_유용_정보_번호,48
4,국제_무용제_조직_위원회,48
3,고용_노동부_장관,48
3,양산_사찰_학춤,48
4,전문_무용수_직업_전환,48
3,행사_마감일_링크,48
3,유용_정보_번호,48
3,국제_무용제_조직,48
2,아이스_핫,48
3,컨택_즉흥_공연,48
3,민족_춤_제전,48
2,노동부_장관,48
2,김영_운,48
2,상해_예방,48
2,양산_사찰,48
2,프리마_발레리나,48
3,학교_무용_교육,48
2,부흥_운동,48
2,본선_진출,48
2,접수_마감,48
2,단장_문훈숙,48
2,정보_번호,48
3,공연_예술_마켓,48
2,동기_부여,48
2,즉흥_잼,48
2,국악_당,48
2,행사_마감일,48
2,온앤오프_무용단,48
2,도시_인천,48
2,시각_청각,48
2,학과_교수,48
2,명_무,48
2,근대_시기,48
2,취소_연기,48
2,육완순_선생,48
2,흰색_의상,48
2,회관_공연장,48
2,발레단_와이즈,48
2,공동체_의식,48
2,정_단원,48
2,교류_활성,48
2,주요_레퍼토리,48
2,부산_시민,48
2,특별_상,48
2,홍보_영상,48
2,문화_시설,48
2,발_동작,48
2,사회_전반,48
2,관람_기회,48
2,단체_모집,48
2,중요_인식,48
2,댄스_그룹,48
2,한량_춤,48
2,국가_대표,48
2,행사_준비,48
2,지역_기반,48
2,발레_모던,48
2,지원_결정,48
2,대상_선정,48
2,메인_공연,48
2,일상_공간,48
2,바닥_몸,48
3,서강대_메리홀_극장,47
3,초등학생_이상_관람,47
3,예술인_복지_법,47
3,청주_시립_무용단,47
4,한국_전통_춤_협회,47
3,작곡_음악_감독,47
3,예술_감독_손인영,47
2,고블린_파티,47
3,공연_실황_영상,47
2,데시그나레_무브먼트,47
2,군_무진,47
2,예술가의 집_다목적,47
3,우수_안무_상,47
3,예술_감독_김성용,47
2,파워_풀,47
2,초_중,47
3,지역_공공_무용단,47
2,삼성_홀,47
3,비평가_협회_춤,47
3,한국_문화_집,47
2,흥_타령,47
2,홍보물_디자인,47
2,이목_집중,47
2,신문_기사,47
2,경쟁력_강화,47
2,영국_문화원,47
2,호기심_자극,47
2,한성주_한영숙,47
2,감동_선사,47
2,지정_종목,47
2,유기_연결,47
2,절제_미,47
2,실시_학교,47
2,평_문,47
2,바체바_무용단,47
2,스승_제자,47
3,공연_지원_사업,47
2,희망_메시지,47
2,복지_법,47
2,중앙_정부,47
2,감독_손인영,47
2,부산_영남,47
2,국립_무용원,47
2,사후_세계,47
2,프로그램_편성,47
2,감독_김성용,47
2,무대_뒤쪽,47
2,국제_포럼,47
2,관계_유지,47
2,무대_왼쪽,47
2,꿈_현실,47
2,전문_위원,47
2,무용_선구자,47
2,사회_정치,47
2,국가_이미지,47
2,등장_인물,47
2,전개_방식,47
2,행사_마련,47
2,주변_사람,47
2,팀_선정,47
2,오프라인_공연,47
2,외부_안무가,47
2,사업_계획,47
2,개최_국제,47
2,기대_이상,47
2,연습_공간,47
2,몸짓_표현,47
2,영상_조명,47
2,작품_길이,47
3,작품_한국_춤,47
2,운영_문제,47
4,서울문화재단_대표_이사_이창기,46
3,의정부_음악극_축제,46
4,국립발레단_단장_예술_감독,46
4,한국_민족_춤_협회,46
3,상_수상_축하,46
3,비평가_협회_회장,46
3,예술인_창작_준비금,46
3,보험료_지원_사업,46
2,의정부_음악극,46
3,예술_감독_윤성주,46
2,박_근태,46
3,국립발레단_단장_예술,46
2,더블_캐스팅,46
2,아악_부,46
2,이국_취향,46
3,국립_무용단_단원,46
2,협동_조합,46
2,코로나_바이러스,46
3,현대_무용_발전,46
2,홈페이지_참조,46
2,몬테카를로_발레단,46
2,에너지_발산,46
3,국립_무용단_무용수,46
2,정보_수집,46
2,오후_주말,46
2,무용단_탐,46
2,상임_단원,46
2,화_오후,46
2,감독_윤성주,46
2,동문_무용단,46
2,발레_애호가,46
2,평가_기준,46
2,안무가_정영두,46
2,감상_기회,46
2,발레단_내한,46
2,수_토,46
2,다양_변주,46
2,실험_정신,46
2,신체_정신,46
2,협력_관계,46
2,주제_아래,46
2,예술_승화,46
2,분야_전문,46
2,공연_수당,46
2,발표_예정,46
2,다양_의견,46
2,신_인간,46
2,소통_방식,46
2,역사_기억,46
2,외국_무용단,46
2,팔_움직임,46
2,공연_료,46
2,다양_스타일,46
2,궁중_문화,46
2,서로_몸,46
2,의미_가치,46
2,한국_컨템퍼러리,46
2,적극_지원,46
2,방식_변화,46
2,호평_작품,46
3,무용_공연_예술,46
2,안무_역량,46
2,현장_예술가,46
5,노원_국제_코믹_댄스_페스티벌,45
5,춤_유용_정보_번호_내용,45
5,인천_문화_예술_회관_공연장,45
4,내용_행사_마감일_링크,45
4,유용_정보_번호_내용,45
4,노원_국제_코믹_댄스,45
5,국립극장_공연_예술_평론가_상,45
4,춤_비평가_협회_회장,45
3,인터파크_티켓_링크,45
4,한국_춤_평론가_회,45
3,스코네스_댄스_시어터,45
3,정보_번호_내용,45
4,국립극장_공연_예술_평론가,45
3,내용_행사_마감일,45
3,국가_무형_유산,45
4,공연_예술_평론가_상,45
3,춘천_공연_예술제,45
3,김용걸_댄스_시어터,45
2,노원_국제_코믹_댄스_페스티벌,45
3,즉흥_전문_아티스트,45
3,무용단_창단_기념,45
2,옐로우_페이스,45
4,즉흥_춤_축제_예술,45
2,탄츠테아터_부퍼탈,45
2,해변_특설,45
3,안무_상_수상,45
3,국립무용단_예술_감독,45
3,예술_평론가_상,45
3,국립_춤_박물관,45
3,한국_무용_계열,45
2,발라_신,45
2,백중_놀이,45
2,난도_테크닉,45
2,송_스님,45
2,인천_문화_예술_회관_공연장,45
3,예술_감독_역할,45
2,심층_인터뷰,45
3,부산_국제_춤,45
3,문화_예술_관련,45
2,폭발_에너지,45
3,작품_제작_지원,45
2,진단_포럼,45
3,예술_교육_지원,45
2,번호_내용,45
2,세종_시즌,45
2,단편_영화,45
2,상_수여,45
2,표정_연기,45
2,향후_계획,45
2,세트_의상,45
2,유니버설발레단_단장,45
2,관료_지원,45
2,미_체험,45
2,대중_인기,45
2,비평_활성,45
2,세계_명성,45
3,국제_공연_예술,45
2,국립발레단_주역,45
2,조사_연구,45
2,바람_소리,45
2,프랑스_독일,45
2,작가_정신,45
2,운영_시스템,45
2,언어_소통,45
2,초청_아티스트,45
2,안무가_김재덕,45
2,확장_시도,45
2,움직임_연구소,45
2,상주_안무가,45
2,무용단_수석,45
2,장면_인상,45
2,감독_단장,45
2,워크숍_참여,45
2,경험_기회,45
2,춤_인프라,45
2,개인_경험,45
2,춤_인문,45
2,참여_예술인,45
2,소개_해외,45
2,문화_공감,45
2,활동_계획,45
2,국립무용단_예술,45
5,번호_내용_행사_마감일_링크,44
5,정보_번호_내용_행사_마감일,44
5,유용_정보_번호_내용_행사,44
4,번호_내용_행사_마감일,44
4,한-불_상호_교류_해,44
4,정보_번호_내용_행사,44
4,예술인_창작_준비금_지원,44
4,단장_예술_감독_남정호,44
3,한-불_상호_교류,44
3,해변_특설_무대,44
3,번호_내용_행사,44
3,국제_학술_심포지엄,44
3,독일_슈투트가르트_발레단,44
2,이왕직_아악,44
2,호페쉬_쉑터,44
2,취학_아동,44
2,이승_저승,44
2,심소_김천흥,44
2,치마_저고리,44
2,한-불_상호,44
2,참고_문헌,44
2,소고_놀음,44
3,국제_춤_마켓,44
3,한국_장애인_문화,44
3,예술_감독_단장,44
2,언론_보도,44
3,국제_발레_축제,44
3,문화_예술_정책,44
2,생계_유지,44
2,기량_향상,44
2,흥_멋,44
2,신체_부위,44
2,네트워크_구축,44
2,아트_랩,44
2,강사_양성,44
2,빛_어둠,44
3,정기_공연_작품,44
2,공식_홈페이지,44
2,로사스_무용단,44
2,코리안_댄스,44
2,신체_접촉,44
2,사회_보험료,44
2,제출_자료,44
2,최고_수준,44
2,조명_음향,44
2,현실_가상,44
2,역할_담당,44
2,말씀_감사,44
2,탈춤_마당,44
2,안무가_허용순,44
2,김매자_선생,44
2,일정_기간,44
2,무용수_승급,44
2,진출_기회,44
2,대중_매체,44
2,전문_무용인,44
2,코로나_시기,44
2,세계_최대,44
2,필름_제작,44
2,극장_평자,44
2,사진_기록,44
2,기금_지원,44
2,소속_단체,44
2,사례_소개,44
2,방송_프로그램,44
2,지역_공동체,44
2,소개_글,44
2,주제_전달,44
2,반복_동작,44
2,국내_공공,44
2,관련_연구,44
2,참여_아티스트,44
2,다양_관점,44
2,민간_무용단,44
2,영상_기술,44
2,단체_정체,44
2,일부_지원,44
2,현장_경험,44
2,창작_지원금,44
2,관심_참여,44
2,참여_대상,44
5,대구_시립_무용단_정기_공연,43
5,한국_춤_비평가_협회_회장,43
4,예술인_사회_보험료_지원,43
4,대구_시립_무용단_정기,43
5,국제_즉흥_춤_축제_예술,43
5,즉흥_춤_축제_예술_감독,43
4,부산_국제_춤_마켓,43
3,예술인_사회_보험료,43
2,마츠_에크,43
3,사회_보험료_지원,43
3,삶_죽음_경계,43
2,구슬_주머니,43
2,세월호_참사,43
2,석사_학위,43
3,문화재_지정_춤,43
3,오후_국립_극장,43
2,공작_소,43
3,아르코_예술_극장,43
3,해외_안무가_초청,43
2,박병천_진도,43
3,문화_재단_지원,43
3,서울_댄스_프로젝트,43
2,파급_효과,43
2,고등학교_학년,43
2,교방_굿거리,43
2,김인희_단장,43
2,독일_뒤셀도르프,43
2,객석_점유,43
2,남산_국악,43
3,전통_춤_전승,43
2,관람_등급,43
2,김옥련_발레단,43
2,금_평일,43
2,한계_극복,43
2,대구_시립_무용단_정기,43
2,동양_철학,43
2,청년_예술단,43
2,주말_오후,43
2,정보_경,43
2,파리_오페라,43
2,국립_도서관,43
2,심포지엄_개최,43
2,무용과_졸업,43
2,긍정_영향,43
2,적극_수용,43
3,공연_예술_장르,43
2,위기_상황,43
2,움직임_구사,43
2,신진_무용가,43
2,경기_지역,43
2,장애_예술가,43
2,비디오_댄스,43
2,제작_시스템,43
2,인간_본질,43
2,기술_활용,43
2,협력_프로젝트,43
2,본격_시작,43
2,참가_공모,43
2,우리_춤,43
2,페스티벌_기간,43
2,김보라_안무가,43
2,한국문화예술위원회_국제,43
2,연구_결과,43
2,제작_환경,43
3,작품_한국_무용,43
2,역사_사실,43
2,다양_매체,43
2,안무_리서치,43
2,해외_교류,43
2,신청_사업,43
2,발레단_초연,43
2,시_공간,43
